time_s,ai_v,ai1_v,selected_signal_v,di,di0,di1,potentiometer,proximity,switch,limit_ok
1.97,-0.9218510922798832,,-0.9218510922798832,1,,,0.4539074453860058,0,1,True
1.98,-0.762418406140249,,-0.762418406140249,1,,,0.4618790796929876,0,1,True
1.99,-0.5628636608541493,,-0.5628636608541493,1,,,0.4718568169572926,0,1,True
2.0,-0.5410057528991604,,-0.5410057528991604,0,,,0.472949712355042,0,0,True
2.01,0.3128787779003693,,0.3128787779003693,1,,,0.5156439388950185,1,0,True
2.02,0.9908801373496149,,0.9908801373496149,1,,,0.5495440068674807,1,0,True
2.03,0.4179465556553822,,0.4179465556553822,1,,,0.5208973277827691,1,0,True
2.04,0.5986611510723285,,0.5986611510723285,1,,,0.5299330575536164,1,0,True
2.05,1.6405550385449472,,1.6405550385449472,1,,,0.5820277519272474,1,0,True
2.06,1.3250456731355729,,1.3250456731355729,1,,,0.5662522836567787,1,0,True
2.07,2.5305875700295957,,2.5305875700295957,1,,,0.6265293785014798,1,0,True
2.08,2.27077055712018,,2.27077055712018,1,,,0.613538527856009,1,0,True
2.09,2.550492250489778,,2.550492250489778,1,,,0.6275246125244889,1,0,True
2.1,3.0887998067855946,,3.0887998067855946,1,,,0.6544399903392797,1,0,True
2.11,2.8938829076039925,,2.8938829076039925,1,,,0.6446941453801995,1,0,True
2.12,2.8550923393774563,,2.8550923393774563,1,,,0.6427546169688728,1,0,True
2.13,4.066640409038957,,4.066640409038957,1,,,0.7033320204519479,1,0,False
2.14,3.430052251895169,,3.430052251895169,1,,,0.6715026125947585,1,0,True
2.15,3.8467426710799457,,3.8467426710799457,1,,,0.6923371335539973,1,0,True
2.16,4.546548243924614,,4.546548243924614,1,,,0.7273274121962308,1,0,False
2.17,4.209631319108347,,4.209631319108347,1,,,0.7104815659554173,1,0,False
2.18,4.246791002980391,,4.246791002980391,1,,,0.7123395501490195,1,0,False
2.19,5.175006247969316,,5.175006247969316,1,,,0.7587503123984658,1,0,False
2.2,5.223639254007859,,5.223639254007859,1,,,0.761181962700393,1,0,False
2.21,5.454467844917739,,5.454467844917739,1,,,0.7727233922458869,1,0,False
2.22,5.622835368272109,,5.622835368272109,1,,,0.7811417684136055,1,0,False
2.23,6.02384390560285,,6.02384390560285,1,,,0.8011921952801424,1,0,False
2.24,6.228466624092602,,6.228466624092602,1,,,0.8114233312046301,1,0,False
2.25,6.8175993604164855,,6.8175993604164855,1,,,0.8408799680208243,1,0,False
2.26,5.967870474794145,,5.967870474794145,1,,,0.7983935237397073,1,0,False
2.27,6.809260474437213,,6.809260474437213,1,,,0.8404630237218607,1,0,False
2.28,7.072303662904686,,7.072303662904686,1,,,0.8536151831452343,1,0,False
2.29,7.107188157045615,,7.107188157045615,1,,,0.8553594078522806,1,0,False
2.3,7.492090403058516,,7.492090403058516,1,,,0.8746045201529258,1,0,False
2.31,7.253779381264017,,7.253779381264017,1,,,0.8626889690632009,1,0,False
2.32,7.472713257996464,,7.472713257996464,1,,,0.8736356628998232,1,0,False
2.33,7.912158238020899,,7.912158238020899,1,,,0.895607911901045,1,0,False
2.34,7.324026452821733,,7.324026452821733,1,,,0.8662013226410867,1,0,False
2.35,7.991222272605096,,7.991222272605096,1,,,0.8995611136302548,1,0,False
2.36,8.7358667208572,,8.7358667208572,1,,,0.93679333604286,1,0,False
2.37,7.882371956023648,,7.882371956023648,1,,,0.8941185978011823,1,0,False
2.38,8.742057876249632,,8.742057876249632,1,,,0.9371028938124816,1,0,False
2.39,7.897777514315796,,7.897777514315796,1,,,0.8948888757157898,1,0,False
2.4,8.375421284254328,,8.375421284254328,1,,,0.9187710642127165,1,0,False
2.41,8.139461115589604,,8.139461115589604,1,,,0.9069730557794802,1,0,False
2.42,8.984929058504354,,8.984929058504354,1,,,0.9492464529252178,1,0,False
2.43,9.31217327760172,,9.31217327760172,1,,,0.9656086638800861,1,0,False
2.44,8.671274144389658,,8.671274144389658,1,,,0.9335637072194828,1,0,False
2.45,8.859336100918448,,8.859336100918448,1,,,0.9429668050459223,1,0,False
2.46,8.7058699918713,,8.7058699918713,1,,,0.935293499593565,1,0,False
2.47,8.412890418169711,,8.412890418169711,1,,,0.9206445209084855,1,0,False
2.48,9.18299398525268,,9.18299398525268,1,,,0.9591496992626339,1,0,False
2.49,9.342420486050436,,9.342420486050436,1,,,0.9671210243025218,1,0,False
2.5,9.467116095315351,,9.467116095315351,1,,,0.9733558047657676,1,0,False
2.51,8.950859266257227,,8.950859266257227,1,,,0.9475429633128613,1,0,False
2.52,9.26310402866951,,9.26310402866951,1,,,0.9631552014334754,1,0,False
2.53,9.366986011680183,,9.366986011680183,1,,,0.9683493005840091,1,0,False
2.54,9.443512846270462,,9.443512846270462,1,,,0.972175642313523,1,0,False
2.55,8.912871284532907,,8.912871284532907,1,,,0.9456435642266452,1,0,False
2.56,9.146342077175026,,9.146342077175026,1,,,0.9573171038587514,1,0,False
2.57,8.436293128727382,,8.436293128727382,1,,,0.9218146564363691,1,0,False
2.58,8.905621819405255,,8.905621819405255,1,,,0.9452810909702627,1,0,False
2.59,8.523994625920585,,8.523994625920585,1,,,0.9261997312960293,1,0,False
2.6,8.63265445745418,,8.63265445745418,1,,,0.931632722872709,1,0,False
2.61,8.338890041940148,,8.338890041940148,1,,,0.9169445020970073,1,0,False
2.62,7.803724281828888,,7.803724281828888,1,,,0.8901862140914444,1,0,False
2.63,8.699706915305816,,8.699706915305816,1,,,0.9349853457652909,1,0,False
2.64,7.954822824177525,,7.954822824177525,1,,,0.8977411412088763,1,0,False
2.65,7.740974747142124,,7.740974747142124,1,,,0.8870487373571063,1,0,False
2.66,7.981742340830067,,7.981742340830067,1,,,0.8990871170415033,1,0,False
2.67,7.3694597106341275,,7.3694597106341275,1,,,0.8684729855317064,1,0,False
2.68,7.5057138726654005,,7.5057138726654005,1,,,0.87528569363327,1,0,False
2.69,7.650709430914878,,7.650709430914878,1,,,0.882535471545744,1,0,False
2.7,7.779685875650361,,7.779685875650361,1,,,0.8889842937825181,1,0,False
2.71,6.5565530695583245,,6.5565530695583245,1,,,0.8278276534779163,1,0,False
2.72,7.187563548465796,,7.187563548465796,1,,,0.8593781774232898,1,0,False
2.73,6.832648237899279,,6.832648237899279,1,,,0.8416324118949638,1,0,False
2.74,6.519591053813545,,6.519591053813545,1,,,0.8259795526906772,1,0,False
2.75,6.6822492435688545,,6.6822492435688545,1,,,0.8341124621784427,1,0,False
2.76,6.562856484290527,,6.562856484290527,1,,,0.8281428242145263,1,0,False
2.77,6.3074916752242185,,6.3074916752242185,1,,,0.815374583761211,1,0,False
2.78,5.277387977867358,,5.277387977867358,1,,,0.7638693988933679,1,0,False
2.79,5.963584863084255,,5.963584863084255,1,,,0.7981792431542127,1,0,False
2.8,4.9030321012721565,,4.9030321012721565,1,,,0.7451516050636078,1,0,False
2.81,5.402144658661066,,5.402144658661066,1,,,0.7701072329330533,1,0,False
2.82,5.11047040666844,,5.11047040666844,1,,,0.7555235203334221,1,0,False
2.83,4.767637176799387,,4.767637176799387,1,,,0.7383818588399693,1,0,False
2.84,4.064794692303554,,4.064794692303554,1,,,0.7032397346151777,1,0,False
2.85,3.734608768228093,,3.734608768228093,1,,,0.6867304384114046,1,0,True
2.86,4.389154398378966,,4.389154398378966,1,,,0.7194577199189484,1,0,False
2.87,4.118720357921333,,4.118720357921333,1,,,0.7059360178960666,1,0,False
2.88,3.3464544876393334,,3.3464544876393334,1,,,0.6673227243819666,1,0,True
2.89,2.932510401752081,,2.932510401752081,1,,,0.6466255200876041,1,0,True
2.9,3.2945917609222524,,3.2945917609222524,1,,,0.6647295880461126,1,0,True
2.91,2.421527778053594,,2.421527778053594,1,,,0.6210763889026797,1,0,True
2.92,1.9765238811447678,,1.9765238811447678,1,,,0.5988261940572384,1,0,True
2.93,1.9743428133225018,,1.9743428133225018,1,,,0.598717140666125,1,0,True
2.94,1.2668543784332542,,1.2668543784332542,1,,,0.5633427189216628,1,0,True
2.95,0.9132882287619235,,0.9132882287619235,1,,,0.5456644114380962,1,0,True
2.96,1.5901866607248567,,1.5901866607248567,1,,,0.5795093330362429,1,0,True
2.97,0.4552115744831349,,0.4552115744831349,1,,,0.5227605787241567,1,0,True
2.98,0.7191601352608895,,0.7191601352608895,1,,,0.5359580067630445,1,0,True
2.99,-0.3156669170131998,,-0.3156669170131998,0,,,0.48421665414934,0,0,True
3.0,0.2562040497054946,,0.2562040497054946,1,,,0.5128102024852748,1,1,True
3.01,-0.19794950510286635,,-0.19794950510286635,1,,,0.4901025247448567,0,1,True
3.02,-0.5010215877257902,,-0.5010215877257902,1,,,0.4749489206137105,0,1,True
3.03,-0.3727862279698999,,-0.3727862279698999,1,,,0.481360688601505,0,1,True
3.04,-1.5611274588149846,,-1.5611274588149846,1,,,0.42194362705925076,0,1,True
3.05,-0.8140606253677515,,-0.8140606253677515,1,,,0.4592969687316124,0,1,True
3.06,-1.8273438688611563,,-1.8273438688611563,1,,,0.4086328065569422,0,1,True
3.07,-1.8252189241158292,,-1.8252189241158292,1,,,0.40873905379420855,0,1,True
3.08,-1.7758976592108628,,-1.7758976592108628,1,,,0.4112051170394569,0,1,True
3.09,-2.9146163220061587,,-2.9146163220061587,1,,,0.35426918389969203,0,1,True
3.1,-2.744258960048044,,-2.744258960048044,1,,,0.3627870519975978,0,1,True
3.11,-2.5436648363928622,,-2.5436648363928622,1,,,0.37281675818035687,0,1,True
3.12,-3.2124629395074566,,-3.2124629395074566,1,,,0.33937685302462717,0,1,True
3.13,-3.8711083332472467,,-3.8711083332472467,1,,,0.3064445833376377,0,1,True
3.14,-4.278303280009176,,-4.278303280009176,1,,,0.2860848359995412,0,1,False
3.15,-4.295639126828902,,-4.295639126828902,1,,,0.2852180436585549,0,1,False
3.16,-4.0691494230521945,,-4.0691494230521945,1,,,0.2965425288473903,0,1,False
3.17,-5.045463977724486,,-5.045463977724486,1,,,0.2477268011137757,0,1,False
3.18,-5.2111139238816095,,-5.2111139238816095,1,,,0.23944430380591952,0,1,False
3.19,-5.303072187029201,,-5.303072187029201,1,,,0.23484639064853993,0,1,False
3.2,-5.560512501348187,,-5.560512501348187,1,,,0.22197437493259065,0,1,False
3.21,-6.0605555877463555,,-6.0605555877463555,1,,,0.19697222061268221,0,1,False
3.22,-5.354942763322181,,-5.354942763322181,1,,,0.23225286183389096,0,1,False
3.23,-6.407574075665489,,-6.407574075665489,1,,,0.17962129621672554,0,1,False
3.24,-6.1399850174490584,,-6.1399850174490584,1,,,0.19300074912754708,0,1,False
3.25,-5.834022015823093,,-5.834022015823093,1,,,0.20829889920884534,0,1,False
3.26,-6.924333947737434,,-6.924333947737434,1,,,0.15378330261312828,0,1,False
3.27,-6.913293261918151,,-6.913293261918151,1,,,0.15433533690409246,0,1,False
3.28,-6.341936984542602,,-6.341936984542602,1,,,0.18290315077286992,0,1,False
3.29,-7.709726234904957,,-7.709726234904957,1,,,0.11451368825475217,0,1,False
3.3,-6.941481345024582,,-6.941481345024582,1,,,0.15292593274877092,0,1,False
3.31,-7.907637401204973,,-7.907637401204973,1,,,0.10461812993975136,0,1,False
3.32,-7.36724368886984,,-7.36724368886984,1,,,0.13163781555650803,0,1,False
3.33,-7.919741662370974,,-7.919741662370974,1,,,0.10401291688145128,0,1,False
3.34,-8.239101198938329,,-8.239101198938329,1,,,0.08804494005308357,0,1,False
3.35,-7.655697185915246,,-7.655697185915246,1,,,0.1172151407042377,0,1,False
3.36,-7.687433912698043,,-7.687433912698043,1,,,0.11562830436509786,0,1,False
3.37,-7.884063526218265,,-7.884063526218265,1,,,0.10579682368908676,0,1,False
3.38,-8.055657044623056,,-8.055657044623056,1,,,0.09721714776884723,0,1,False
3.39,-8.931142039487991,,-8.931142039487991,1,,,0.05344289802560045,0,1,False
3.4,-8.116907976287589,,-8.116907976287589,1,,,0.09415460118562055,0,1,False
3.41,-8.507029796834402,,-8.507029796834402,1,,,0.07464851015827989,0,1,False
3.42,-8.165296797749349,,-8.165296797749349,1,,,0.09173516011253255,0,1,False
3.43,-8.636087115116876,,-8.636087115116876,1,,,0.06819564424415621,0,1,False
3.44,-8.60621124590077,,-8.60621124590077,1,,,0.0696894377049615,0,1,False
3.45,-9.43819734412382,,-9.43819734412382,1,,,0.02809013279380901,0,1,False
3.46,-8.402835832618122,,-8.402835832618122,1,,,0.07985820836909392,0,1,False
3.47,-8.563547300658081,,-8.563547300658081,1,,,0.07182263496709593,0,1,False
3.48,-9.302525261547848,,-9.302525261547848,1,,,0.034873736922607625,0,1,False
3.49,-8.709608694628722,,-8.709608694628722,1,,,0.06451956526856391,0,1,False
3.5,-8.956044941145642,,-8.956044941145642,1,,,0.05219775294271791,0,1,False
3.51,-9.143702055378503,,-9.143702055378503,1,,,0.04281489723107486,0,1,False
3.52,-9.320683730506373,,-9.320683730506373,1,,,0.033965813474681375,0,1,False
3.53,-8.845132882016667,,-8.845132882016667,1,,,0.05774335589916664,0,1,False
3.54,-9.133262900757298,,-9.133262900757298,1,,,0.04333685496213509,0,1,False
3.55,-8.896362526993808,,-8.896362526993808,1,,,0.055181873650309576,0,1,False
3.56,-9.42748977027965,,-9.42748977027965,1,,,0.02862551148601753,0,1,False
3.57,-8.421433819308387,,-8.421433819308387,1,,,0.07892830903458066,0,1,False
3.58,-8.698637304950404,,-8.698637304950404,1,,,0.06506813475247979,0,1,False
3.59,-8.768916560428309,,-8.768916560428309,1,,,0.06155417197858455,0,1,False
3.6,-8.156405897313524,,-8.156405897313524,1,,,0.09217970513432379,0,1,False
3.61,-8.848454073642325,,-8.848454073642325,1,,,0.057577296317883775,0,1,False
3.62,-8.558923108062329,,-8.558923108062329,1,,,0.07205384459688355,0,1,False
3.63,-8.075557269914258,,-8.075557269914258,1,,,0.0962221365042871,0,1,False
3.64,-8.580274829852783,,-8.580274829852783,1,,,0.07098625850736084,0,1,False
3.65,-7.860684048243624,,-7.860684048243624,1,,,0.1069657975878188,0,1,False
3.66,-7.611729035483234,,-7.611729035483234,1,,,0.11941354822583831,0,1,False
3.67,-7.675982521128915,,-7.675982521128915,1,,,0.11620087394355423,0,1,False
3.68,-7.028207293268684,,-7.028207293268684,1,,,0.1485896353365658,0,1,False
3.69,-7.562294564490359,,-7.562294564490359,1,,,0.12188527177548206,0,1,False
3.7,-6.699534715684547,,-6.699534715684547,1,,,0.16502326421577265,0,1,False
3.71,-6.943724155085973,,-6.943724155085973,1,,,0.15281379224570135,0,1,False
3.72,-6.768712643150533,,-6.768712643150533,1,,,0.16156436784247336,0,1,False
3.73,-6.837589072354774,,-6.837589072354774,1,,,0.1581205463822613,0,1,False
3.74,-6.792706511354199,,-6.792706511354199,1,,,0.16036467443229005,0,1,False
3.75,-6.268037986861699,,-6.268037986861699,1,,,0.18659810065691507,0,1,False
3.76,-5.746030893599579,,-5.746030893599579,1,,,0.21269845532002102,0,1,False
3.77,-5.990617618735126,,-5.990617618735126,1,,,0.20046911906324372,0,1,False
3.78,-5.5093627091407305,,-5.5093627091407305,1,,,0.22453186454296348,0,1,False
3.79,-6.1136010863397034,,-6.1136010863397034,1,,,0.19431994568301483,0,1,False
3.8,-4.705174554594862,,-4.705174554594862,1,,,0.2647412722702569,0,1,False
3.81,-5.0964484410369675,,-5.0964484410369675,1,,,0.24517757794815162,0,1,False
3.82,-4.907574707946716,,-4.907574707946716,1,,,0.2546212646026642,0,1,False
3.83,-4.865425646869223,,-4.865425646869223,1,,,0.2567287176565388,0,1,False
3.84,-4.496135529595951,,-4.496135529595951,1,,,0.2751932235202025,0,1,False
3.85,-4.407804531114635,,-4.407804531114635,1,,,0.27960977344426824,0,1,False
3.86,-4.292882895957045,,-4.292882895957045,1,,,0.28535585520214773,0,1,False
3.87,-3.846353300301704,,-3.846353300301704,1,,,0.3076823349849148,0,1,True
3.88,-3.07021843842478,,-3.07021843842478,1,,,0.346489078078761,0,1,True
3.89,-3.3806490960613247,,-3.3806490960613247,1,,,0.3309675451969338,0,1,True
3.9,-3.1845161255838805,,-3.1845161255838805,1,,,0.340774193720806,0,1,True
3.91,-2.2038964493976625,,-2.2038964493976625,1,,,0.3898051775301169,0,1,True
3.92,-2.6677083813056477,,-2.6677083813056477,1,,,0.3666145809347176,0,1,True
3.93,-1.5423154010517113,,-1.5423154010517113,1,,,0.4228842299474144,0,1,True
3.94,-2.006552396807485,,-2.006552396807485,1,,,0.3996723801596257,0,1,True
3.95,-1.774715536598244,,-1.774715536598244,1,,,0.4112642231700878,0,1,True
3.96,-1.4955607750114503,,-1.4955607750114503,1,,,0.4252219612494275,0,1,True
3.97,-0.3978143797980237,,-0.3978143797980237,1,,,0.48010928101009875,0,1,True
3.98,-0.012248584845786947,,-0.012248584845786947,1,,,0.4993875707577106,0,1,True
3.99,0.08375037169712068,,0.08375037169712068,1,,,0.5041875185848561,1,1,True
4.0,-0.3272448375941806,,-0.3272448375941806,0,,,0.483637758120291,0,0,True
4.01,0.6526626984623043,,0.6526626984623043,1,,,0.5326331349231153,1,0,True
4.02,0.6901496812247641,,0.6901496812247641,1,,,0.5345074840612382,1,0,True
4.03,0.5675022806897431,,0.5675022806897431,1,,,0.5283751140344871,1,0,True
4.04,1.7163075628372324,,1.7163075628372324,1,,,0.5858153781418617,1,0,True
4.05,1.360204705472881,,1.360204705472881,1,,,0.568010235273644,1,0,True
4.06,1.8049578194720963,,1.8049578194720963,1,,,0.5902478909736049,1,0,True
4.07,2.036847467231615,,2.036847467231615,1,,,0.6018423733615808,1,0,True
4.08,2.3423622709498915,,2.3423622709498915,1,,,0.6171181135474946,1,0,True
4.09,2.055567919021632,,2.055567919021632,1,,,0.6027783959510816,1,0,True
4.1,2.719966196900775,,2.719966196900775,1,,,0.6359983098450387,1,0,True
4.11,3.135797172652487,,3.135797172652487,1,,,0.6567898586326244,1,0,True
4.12,2.796998141462112,,2.796998141462112,1,,,0.6398499070731056,1,0,True
4.13,3.1136908192933075,,3.1136908192933075,1,,,0.6556845409646653,1,0,True
4.14,3.495698191913598,,3.495698191913598,1,,,0.6747849095956798,1,0,True
4.15,3.690538041461395,,3.690538041461395,1,,,0.6845269020730698,1,0,True
4.16,4.176119914433413,,4.176119914433413,1,,,0.7088059957216707,1,0,False
4.17,4.651634076573782,,4.651634076573782,1,,,0.732581703828689,1,0,False
4.18,5.267288714129196,,5.267288714129196,1,,,0.7633644357064598,1,0,False
4.19,4.9537235916300135,,4.9537235916300135,1,,,0.7476861795815006,1,0,False
4.2,5.099145691831971,,5.099145691831971,1,,,0.7549572845915986,1,0,False
4.21,5.424015564272976,,5.424015564272976,1,,,0.7712007782136487,1,0,False
4.22,6.21053761547749,,6.21053761547749,1,,,0.8105268807738746,1,0,False
4.23,6.093586802161069,,6.093586802161069,1,,,0.8046793401080535,1,0,False
4.24,6.1931901638902085,,6.1931901638902085,1,,,0.8096595081945104,1,0,False
4.25,6.251186884200321,,6.251186884200321,1,,,0.8125593442100161,1,0,False
4.26,6.950191818104315,,6.950191818104315,1,,,0.8475095909052157,1,0,False
4.27,6.843614802525552,,6.843614802525552,1,,,0.8421807401262775,1,0,False
4.28,7.255886622241387,,7.255886622241387,1,,,0.8627943311120694,1,0,False
4.29,6.98047332640417,,6.98047332640417,1,,,0.8490236663202084,1,0,False
4.3,6.80474169540315,,6.80474169540315,1,,,0.8402370847701576,1,0,False
4.31,7.841368013583089,,7.841368013583089,1,,,0.8920684006791545,1,0,False
4.32,7.042928067616904,,7.042928067616904,1,,,0.8521464033808452,1,0,False
4.33,7.5129830678730105,,7.5129830678730105,1,,,0.8756491533936505,1,0,False
4.34,8.292294082272536,,8.292294082272536,1,,,0.9146147041136267,1,0,False
4.35,8.556532542485936,,8.556532542485936,1,,,0.9278266271242968,1,0,False
4.36,7.658624694275885,,7.658624694275885,1,,,0.8829312347137943,1,0,False
4.37,8.815611548723862,,8.815611548723862,1,,,0.940780577436193,1,0,False
4.38,8.104309594027105,,8.104309594027105,1,,,0.9052154797013554,1,0,False
4.39,8.86008439039019,,8.86008439039019,1,,,0.9430042195195096,1,0,False
4.4,8.427643151722583,,8.427643151722583,1,,,0.9213821575861292,1,0,False
4.41,8.926371690979833,,8.926371690979833,1,,,0.9463185845489918,1,0,False
4.42,8.674274022492618,,8.674274022492618,1,,,0.9337137011246309,1,0,False
4.43,9.276078087554747,,9.276078087554747,1,,,0.9638039043777373,1,0,False
4.44,8.807615877538586,,8.807615877538586,1,,,0.9403807938769294,1,0,False
4.45,8.652629430479362,,8.652629430479362,1,,,0.9326314715239681,1,0,False
4.46,8.358758145235793,,8.358758145235793,1,,,0.9179379072617897,1,0,False
4.47,8.471695457932901,,8.471695457932901,1,,,0.9235847728966451,1,0,False
4.48,8.744851637450667,,8.744851637450667,1,,,0.9372425818725333,1,0,False
4.49,8.77554131316296,,8.77554131316296,1,,,0.938777065658148,1,0,False
4.5,9.1792194960512,,9.1792194960512,1,,,0.95896097480256,1,0,False
4.51,9.099671772920791,,9.099671772920791,1,,,0.9549835886460396,1,0,False
4.52,9.527934603907731,,9.527934603907731,1,,,0.9763967301953865,1,0,False
4.53,9.299562359288137,,9.299562359288137,1,,,0.9649781179644069,1,0,False
