time_s,ai_v,ai1_v,selected_signal_v,di,di0,di1,potentiometer,proximity,switch,limit_ok
9.8,-4.790554702396905,,-4.790554702396905,1,,,0.26047226488015474,0,1,False
9.81,-4.676267413666724,,-4.676267413666724,1,,,0.2661866293166638,0,1,False
9.82,-4.814422445327995,,-4.814422445327995,1,,,0.25927887773360025,0,1,False
9.83,-4.51249638371207,,-4.51249638371207,1,,,0.2743751808143965,0,1,False
9.84,-4.079240184035045,,-4.079240184035045,1,,,0.2960379907982477,0,1,False
9.85,-4.655630013831039,,-4.655630013831039,1,,,0.26721849930844804,0,1,False
9.86,-3.3686677006673675,,-3.3686677006673675,1,,,0.3315666149666316,0,1,True
9.87,-3.8956936482537596,,-3.8956936482537596,1,,,0.305215317587312,0,1,True
9.88,-3.515383197473108,,-3.515383197473108,1,,,0.3242308401263446,0,1,True
9.89,-2.904949510543346,,-2.904949510543346,1,,,0.3547525244728327,0,1,True
9.9,-2.8474704799162085,,-2.8474704799162085,1,,,0.35762647600418956,0,1,True
9.91,-2.362943674553754,,-2.362943674553754,1,,,0.38185281627231227,0,1,True
9.92,-2.419385785877264,,-2.419385785877264,1,,,0.3790307107061368,0,1,True
9.93,-1.450236860053109,,-1.450236860053109,1,,,0.4274881569973445,0,1,True
9.94,-1.2926628843384798,,-1.2926628843384798,1,,,0.435366855783076,0,1,True
9.95,-1.829836403676931,,-1.829836403676931,1,,,0.4085081798161535,0,1,True
9.96,-1.2694802738084425,,-1.2694802738084425,1,,,0.4365259863095779,0,1,True
9.97,-0.9997233397872642,,-0.9997233397872642,1,,,0.4500138330106368,0,1,True
9.98,-0.7848054228561713,,-0.7848054228561713,1,,,0.4607597288571914,0,1,True
9.99,0.18714371416056252,,0.18714371416056252,1,,,0.5093571857080281,1,1,True
10.0,0.18519898044230051,,0.18519898044230051,1,,,0.509259949022115,1,0,True
10.01,0.4670609887560639,,0.4670609887560639,1,,,0.5233530494378031,1,0,True
10.02,0.29292311328432563,,0.29292311328432563,1,,,0.5146461556642163,1,0,True
10.03,1.3113973356334028,,1.3113973356334028,1,,,0.5655698667816702,1,0,True
10.04,1.5523193372204176,,1.5523193372204176,1,,,0.5776159668610209,1,0,True
10.05,1.6371295474878225,,1.6371295474878225,1,,,0.5818564773743911,1,0,True
10.06,1.3170400794933843,,1.3170400794933843,1,,,0.5658520039746693,1,0,True
10.07,2.385573362492063,,2.385573362492063,1,,,0.6192786681246032,1,0,True
10.08,2.0258869408451066,,2.0258869408451066,1,,,0.6012943470422554,1,0,True
10.09,2.851365268401004,,2.851365268401004,1,,,0.6425682634200502,1,0,True
10.1,2.793969474525962,,2.793969474525962,1,,,0.6396984737262981,1,0,True
10.11,3.304891422747141,,3.304891422747141,1,,,0.665244571137357,1,0,True
10.12,2.809658508035495,,2.809658508035495,1,,,0.6404829254017748,1,0,True
10.13,3.049268545231155,,3.049268545231155,1,,,0.6524634272615577,1,0,True
10.14,4.266718837567179,,4.266718837567179,1,,,0.7133359418783589,1,0,False
10.15,4.136731162937201,,4.136731162937201,1,,,0.7068365581468601,1,0,False
10.16,3.996661988157685,,3.996661988157685,1,,,0.6998330994078843,1,0,True
10.17,4.188515696852658,,4.188515696852658,1,,,0.7094257848426329,1,0,False
10.18,4.61582227732237,,4.61582227732237,1,,,0.7307911138661185,1,0,False
10.19,5.363293221040087,,5.363293221040087,1,,,0.7681646610520044,1,0,False
10.2,4.827273701394936,,4.827273701394936,1,,,0.7413636850697468,1,0,False
10.21,5.239680711128415,,5.239680711128415,1,,,0.7619840355564207,1,0,False
10.22,5.18515587797924,,5.18515587797924,1,,,0.7592577938989621,1,0,False
10.23,6.478613353121546,,6.478613353121546,1,,,0.8239306676560773,1,0,False
10.24,6.362788832290438,,6.362788832290438,1,,,0.8181394416145219,1,0,False
10.25,6.10412191800004,,6.10412191800004,1,,,0.805206095900002,1,0,False
10.26,6.795535585260953,,6.795535585260953,1,,,0.8397767792630477,1,0,False
10.27,6.609910886634007,,6.609910886634007,1,,,0.8304955443317004,1,0,False
10.28,6.5991294767647135,,6.5991294767647135,1,,,0.8299564738382357,1,0,False
10.29,7.191585252933085,,7.191585252933085,1,,,0.8595792626466542,1,0,False
10.3,7.018647840864936,,7.018647840864936,1,,,0.8509323920432468,1,0,False
10.31,7.570293594454277,,7.570293594454277,1,,,0.8785146797227139,1,0,False
10.32,7.260216873706,,7.260216873706,1,,,0.8630108436853,1,0,False
10.33,7.16549961455026,,7.16549961455026,1,,,0.858274980727513,1,0,False
10.34,8.190425222418268,,8.190425222418268,1,,,0.9095212611209135,1,0,False
10.35,8.17448877267069,,8.17448877267069,1,,,0.9087244386335346,1,0,False
10.36,8.268263397923668,,8.268263397923668,1,,,0.9134131698961834,1,0,False
10.37,8.238843216065803,,8.238843216065803,1,,,0.9119421608032902,1,0,False
10.38,8.59902203131717,,8.59902203131717,1,,,0.9299511015658585,1,0,False
10.39,8.047946111751747,,8.047946111751747,1,,,0.9023973055875875,1,0,False
10.4,8.37525849263228,,8.37525849263228,1,,,0.918762924631614,1,0,False
10.41,9.217725269361214,,9.217725269361214,1,,,0.9608862634680607,1,0,False
10.42,9.1063014754693,,9.1063014754693,1,,,0.955315073773465,1,0,False
10.43,8.768061345790196,,8.768061345790196,1,,,0.9384030672895097,1,0,False
10.44,8.314400212223525,,8.314400212223525,1,,,0.9157200106111762,1,0,False
10.45,8.714612951659364,,8.714612951659364,1,,,0.9357306475829681,1,0,False
10.46,9.110210544447165,,9.110210544447165,1,,,0.9555105272223582,1,0,False
10.47,8.973368256183985,,8.973368256183985,1,,,0.9486684128091992,1,0,False
10.48,9.252428287816244,,9.252428287816244,1,,,0.9626214143908122,1,0,False
10.49,9.260209692083922,,9.260209692083922,1,,,0.9630104846041961,1,0,False
