time_s,ai_v,ai1_v,selected_signal_v,di,di0,di1,potentiometer,proximity,switch,limit_ok
2.1,3.049165484917438,,3.049165484917438,1,,,0.6524582742458719,1,0,True
2.11,3.0404924274387097,,3.0404924274387097,1,,,0.6520246213719355,1,0,True
2.12,2.836894316616265,,2.836894316616265,1,,,0.6418447158308133,1,0,True
2.13,3.585510943637838,,3.585510943637838,1,,,0.6792755471818919,1,0,True
2.14,3.998070947043671,,3.998070947043671,1,,,0.6999035473521835,1,0,True
2.15,4.329079470734319,,4.329079470734319,1,,,0.7164539735367159,1,0,False
2.16,4.263178991671427,,4.263178991671427,1,,,0.7131589495835714,1,0,False
2.17,4.091077219222651,,4.091077219222651,1,,,0.7045538609611326,1,0,False
2.18,5.275700294672838,,5.275700294672838,1,,,0.7637850147336419,1,0,False
2.19,5.386292212754172,,5.386292212754172,1,,,0.7693146106377086,1,0,False
2.2,5.162848946271495,,5.162848946271495,1,,,0.7581424473135747,1,0,False
2.21,5.842477754886136,,5.842477754886136,1,,,0.7921238877443069,1,0,False
2.22,5.179262941955697,,5.179262941955697,1,,,0.7589631470977849,1,0,False
2.23,6.230695407994859,,6.230695407994859,1,,,0.8115347703997429,1,0,False
2.24,5.650319351060155,,5.650319351060155,1,,,0.7825159675530078,1,0,False
2.25,6.1930561191307,,6.1930561191307,1,,,0.8096528059565351,1,0,False
2.26,6.517662730135604,,6.517662730135604,1,,,0.8258831365067802,1,0,False
2.27,7.2451633431611855,,7.2451633431611855,1,,,0.8622581671580593,1,0,False
2.28,6.6549897886139,,6.6549897886139,1,,,0.832749489430695,1,0,False
2.29,6.7923223296543425,,6.7923223296543425,1,,,0.8396161164827172,1,0,False
2.3,6.967945959843358,,6.967945959843358,1,,,0.8483972979921679,1,0,False
2.31,7.132271447501868,,7.132271447501868,1,,,0.8566135723750934,1,0,False
2.32,7.501547139938019,,7.501547139938019,1,,,0.8750773569969009,1,0,False
2.33,7.826817297801067,,7.826817297801067,1,,,0.8913408648900534,1,0,False
2.34,8.32070490883012,,8.32070490883012,1,,,0.9160352454415059,1,0,False
2.35,8.117836164388626,,8.117836164388626,1,,,0.9058918082194314,1,0,False
2.36,8.63618285946585,,8.63618285946585,1,,,0.9318091429732924,1,0,False
2.37,8.414752738274547,,8.414752738274547,1,,,0.9207376369137273,1,0,False
2.38,8.077465037443222,,8.077465037443222,1,,,0.903873251872161,1,0,False
2.39,8.714222499095518,,8.714222499095518,1,,,0.935711124954776,1,0,False
2.4,7.983042586608546,,7.983042586608546,1,,,0.8991521293304274,1,0,False
2.41,8.63958001568911,,8.63958001568911,1,,,0.9319790007844555,1,0,False
2.42,8.608374387132617,,8.608374387132617,1,,,0.9304187193566309,1,0,False
2.43,8.941204845320385,,8.941204845320385,1,,,0.9470602422660193,1,0,False
2.44,8.530049343323284,,8.530049343323284,1,,,0.9265024671661642,1,0,False
2.45,9.277499532894668,,9.277499532894668,1,,,0.9638749766447333,1,0,False
2.46,9.050918202415161,,9.050918202415161,1,,,0.9525459101207581,1,0,False
2.47,9.230355372945839,,9.230355372945839,1,,,0.9615177686472919,1,0,False
2.48,8.665213101493379,,8.665213101493379,1,,,0.9332606550746689,1,0,False
2.49,8.614355523418256,,8.614355523418256,1,,,0.9307177761709127,1,0,False
2.5,9.41819544918936,,9.41819544918936,1,,,0.9709097724594681,1,0,False
2.51,9.128744297268804,,9.128744297268804,1,,,0.9564372148634401,1,0,False
2.52,9.207438929884487,,9.207438929884487,1,,,0.9603719464942244,1,0,False
2.53,9.347621070903001,,9.347621070903001,1,,,0.9673810535451501,1,0,False
2.54,8.360891979956953,,8.360891979956953,1,,,0.9180445989978476,1,0,False
2.55,9.260308076557175,,9.260308076557175,1,,,0.9630154038278587,1,0,False
2.56,8.359058804466109,,8.359058804466109,1,,,0.9179529402233054,1,0,False
2.57,8.53326990372901,,8.53326990372901,1,,,0.9266634951864505,1,0,False
2.58,9.175574368926162,,9.175574368926162,1,,,0.9587787184463081,1,0,False
2.59,8.739394740851,,8.739394740851,1,,,0.93696973704255,1,0,False
2.6,8.172209054063712,,8.172209054063712,1,,,0.9086104527031857,1,0,False
2.61,8.510151222737468,,8.510151222737468,1,,,0.9255075611368735,1,0,False
2.62,7.984820954709972,,7.984820954709972,1,,,0.8992410477354987,1,0,False
2.63,8.26213557507766,,8.26213557507766,1,,,0.913106778753883,1,0,False
2.64,8.241043003860392,,8.241043003860392,1,,,0.9120521501930196,1,0,False
2.65,7.791735973905776,,7.791735973905776,1,,,0.8895867986952888,1,0,False
2.66,7.693450146001015,,7.693450146001015,1,,,0.8846725073000508,1,0,False
2.67,7.548648495699628,,7.548648495699628,1,,,0.8774324247849814,1,0,False
2.68,8.09978974095847,,8.09978974095847,1,,,0.9049894870479236,1,0,False
2.69,8.040387874043049,,8.040387874043049,1,,,0.9020193937021524,1,0,False
2.7,7.428417208386725,,7.428417208386725,1,,,0.8714208604193363,1,0,False
2.71,7.602203313319698,,7.602203313319698,1,,,0.8801101656659849,1,0,False
2.72,6.736776568061446,,6.736776568061446,1,,,0.8368388284030722,1,0,False
2.73,6.260279597192754,,6.260279597192754,1,,,0.8130139798596376,1,0,False
2.74,6.429853619578717,,6.429853619578717,1,,,0.8214926809789358,1,0,False
2.75,6.5640367005672715,,6.5640367005672715,1,,,0.8282018350283635,1,0,False
2.76,6.060658958465547,,6.060658958465547,1,,,0.8030329479232773,1,0,False
2.77,5.789568962067207,,5.789568962067207,1,,,0.7894784481033603,1,0,False
2.78,5.73083577231769,,5.73083577231769,1,,,0.7865417886158845,1,0,False
2.79,5.167647338758949,,5.167647338758949,1,,,0.7583823669379475,1,0,False
2.8,5.321344782260671,,5.321344782260671,1,,,0.7660672391130335,1,0,False
2.81,5.270738096750356,,5.270738096750356,1,,,0.7635369048375178,1,0,False
2.82,5.135184196931214,,5.135184196931214,1,,,0.7567592098465606,1,0,False
2.83,4.1099951340780585,,4.1099951340780585,1,,,0.705499756703903,1,0,False
2.84,4.72760998406353,,4.72760998406353,1,,,0.7363804992031765,1,0,False
2.85,4.621385624132357,,4.621385624132357,1,,,0.731069281206618,1,0,False
2.86,3.3017149711755693,,3.3017149711755693,1,,,0.6650857485587784,1,0,True
2.87,3.7424779943202706,,3.7424779943202706,1,,,0.6871238997160136,1,0,True
2.88,3.6369453100287417,,3.6369453100287417,1,,,0.681847265501437,1,0,True
2.89,2.8445158755316493,,2.8445158755316493,1,,,0.6422257937765824,1,0,True
2.9,2.851540660107843,,2.851540660107843,1,,,0.6425770330053922,1,0,True
2.91,2.2630463294623056,,2.2630463294623056,1,,,0.6131523164731153,1,0,True
2.92,1.7872038894689588,,1.7872038894689588,1,,,0.5893601944734479,1,0,True
2.93,2.288336877984449,,2.288336877984449,1,,,0.6144168438992225,1,0,True
2.94,1.3456821853952454,,1.3456821853952454,1,,,0.5672841092697622,1,0,True
2.95,1.5060625717643514,,1.5060625717643514,1,,,0.5753031285882175,1,0,True
2.96,0.6699260537664936,,0.6699260537664936,1,,,0.5334963026883247,1,0,True
2.97,0.2947326205650955,,0.2947326205650955,1,,,0.5147366310282548,1,0,True
2.98,0.7680471130761072,,0.7680471130761072,1,,,0.5384023556538053,1,0,True
2.99,0.8043479538682072,,0.8043479538682072,1,,,0.5402173976934104,1,0,True
3.0,0.5379390088528352,,0.5379390088528352,1,,,0.5268969504426417,1,1,True
3.01,-0.7057552406231007,,-0.7057552406231007,1,,,0.464712237968845,0,1,True
3.02,-0.1663301573288839,,-0.1663301573288839,1,,,0.4916834921335558,0,1,True
3.03,-0.4253859783208611,,-0.4253859783208611,1,,,0.47873070108395693,0,1,True
3.04,-1.3864327164445551,,-1.3864327164445551,1,,,0.4306783641777723,0,1,True
3.05,-1.4822567906306863,,-1.4822567906306863,1,,,0.4258871604684657,0,1,True
3.06,-1.5716732805811904,,-1.5716732805811904,1,,,0.42141633597094047,0,1,True
3.07,-1.3686859557976452,,-1.3686859557976452,1,,,0.43156570221011775,0,1,True
3.08,-1.947515998473111,,-1.947515998473111,1,,,0.4026242000763444,0,1,True
3.09,-2.2108573508885434,,-2.2108573508885434,1,,,0.3894571324555728,0,1,True
3.1,-2.922865474966359,,-2.922865474966359,1,,,0.353856726251682,0,1,True
3.11,-3.2019791729209235,,-3.2019791729209235,1,,,0.3399010413539538,0,1,True
3.12,-2.77556804249984,,-2.77556804249984,1,,,0.361221597875008,0,1,True
3.13,-2.9779329624675386,,-2.9779329624675386,1,,,0.35110335187662306,0,1,True
3.14,-3.9453618991501314,,-3.9453618991501314,1,,,0.3027319050424934,0,1,True
3.15,-3.7711764949669715,,-3.7711764949669715,1,,,0.31144117525165144,0,1,True
3.16,-4.216051486856207,,-4.216051486856207,1,,,0.28919742565718964,0,1,False
3.17,-4.495136754771533,,-4.495136754771533,1,,,0.27524316226142337,0,1,False
3.18,-4.539854110499629,,-4.539854110499629,1,,,0.27300729447501854,0,1,False
3.19,-5.336658132104197,,-5.336658132104197,1,,,0.23316709339479016,0,1,False
3.2,-5.856501966737046,,-5.856501966737046,1,,,0.20717490166314773,0,1,False
3.21,-5.745242681365776,,-5.745242681365776,1,,,0.21273786593171118,0,1,False
3.22,-6.108685271320007,,-6.108685271320007,1,,,0.19456573643399966,0,1,False
3.23,-5.938070954462256,,-5.938070954462256,1,,,0.20309645227688722,0,1,False
3.24,-6.640563433957267,,-6.640563433957267,1,,,0.16797182830213667,0,1,False
3.25,-6.179196446002166,,-6.179196446002166,1,,,0.1910401776998917,0,1,False
